"flight_info_id","airline","arrive_time","departure_date","departure_time","route_id"
60327,대한항공,"21:45","2024-01-27","18:30",0
60328,대한항공,"14:15","2024-01-27","11:10",0
60329,베트남항공,"21:45","2024-01-27","18:30",0
60330,비엣젯항공,"01:45","2024-01-28","22:40",0
60331,베트남항공,"13:55","2024-01-28","10:45",0
60332,이스타항공,"23:45","2024-01-28","20:55",0
60333,비엣젯항공,"09:20","2024-01-28","06:15",0
60334,티웨이항공,"23:35","2024-01-28","20:20",0
60335,티웨이항공,"22:35","2024-01-28","19:25",0
60336,비엣젯항공,"10:05","2024-01-28","07:00",0
60337,진에어,"00:25","2024-01-28","21:10",0
60338,제주항공,"00:30","2024-01-28","21:20",0
60339,티웨이항공,"10:55","2024-01-28","07:45",0
60340,에어서울,"23:30","2024-01-28","20:50",0
60341,대한항공,"21:45","2024-01-28","18:30",0
60342,대한항공,"13:55","2024-01-28","10:45",0
60343,제주항공,"13:45","2024-01-28","10:40",0
60344,대한항공,"14:15","2024-01-28","11:10",0
60345,아시아나항공,"21:50","2024-01-28","18:45",0
60346,베트남항공,"21:45","2024-01-28","18:30",0
60347,비엣젯항공,"01:45","2024-01-29","22:40",0
60348,이스타항공,"23:45","2024-01-29","20:55",0
60349,베트남항공,"13:55","2024-01-29","10:45",0
60350,티웨이항공,"23:35","2024-01-29","20:20",0
60351,티웨이항공,"22:35","2024-01-29","19:25",0
60352,비엣젯항공,"09:20","2024-01-29","06:15",0
60353,비엣젯항공,"10:05","2024-01-29","07:00",0
60354,티웨이항공,"10:55","2024-01-29","07:45",0
60355,진에어,"00:25","2024-01-29","21:10",0
60356,에어서울,"23:30","2024-01-29","20:50",0
60357,제주항공,"13:45","2024-01-29","10:40",0
60358,제주항공,"00:30","2024-01-29","21:20",0
60359,대한항공,"21:45","2024-01-29","18:30",0
60360,대한항공,"14:15","2024-01-29","11:10",0
60361,대한항공,"13:55","2024-01-29","10:45",0
60362,아시아나항공,"21:50","2024-01-29","18:45",0
60363,베트남항공,"14:15","2024-01-29","11:10",0
60364,베트남항공,"21:45","2024-01-29","18:30",0
60365,티웨이항공,"22:35","2024-01-30","19:25",0
60366,티웨이항공,"23:35","2024-01-30","20:20",0
60367,비엣젯항공,"01:45","2024-01-30","22:40",0
60368,진에어,"00:25","2024-01-30","21:10",0
60369,비엣젯항공,"09:20","2024-01-30","06:15",0
60370,비엣젯항공,"10:05","2024-01-30","07:00",0
60371,에어서울,"23:30","2024-01-30","20:50",0
60372,이스타항공,"23:45","2024-01-30","20:55",0
60373,한에어,"22:35","2024-01-30","19:25",0
60374,한에어,"23:35","2024-01-30","20:20",0
60375,티웨이항공,"10:55","2024-01-30","07:45",0
60376,제주항공,"14:45","2024-01-30","11:40",0
60377,제주항공,"00:30","2024-01-30","21:20",0
60378,아시아나항공,"21:50","2024-01-30","18:45",0
60379,베트남항공,"13:55","2024-01-30","10:45",0
60380,대한항공,"14:15","2024-01-30","11:10",0
60381,대한항공,"21:45","2024-01-30","18:30",0
60382,베트남항공,"14:15","2024-01-30","11:10",0
60383,대한항공,"13:55","2024-01-30","10:45",0
60384,베트남항공,"21:45","2024-01-30","18:30",0
60385,비엣젯항공,"09:20","2024-01-31","06:15",0
60386,티웨이항공,"23:35","2024-01-31","20:20",0
60387,이스타항공,"01:30","2024-01-31","22:50",0
60388,비엣젯항공,"10:05","2024-01-31","07:00",0
60389,비엣젯항공,"01:45","2024-01-31","22:40",0
60390,티웨이항공,"22:35","2024-01-31","19:25",0
60391,이스타항공,"23:45","2024-01-31","20:55",0
60392,진에어,"00:25","2024-01-31","21:10",0
60393,에어서울,"23:30","2024-01-31","20:50",0
60394,한에어,"23:35","2024-01-31","20:20",0
60395,제주항공,"00:30","2024-01-31","21:20",0
